POSTCODE,POSTCODE,RA_CODE_2021,RA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
3465,3465,21,Inner Regional Australia,0.9971234,Good,Good,0
3465,3465,22,Outer Regional Australia,0.0028766,Good,Good,1
3467,3467,21,Inner Regional Australia,1,Good,Good,0
3468,3468,21,Inner Regional Australia,1,Good,Good,0
3469,3469,21,Inner Regional Australia,0.1298211,Good,Good,0
3469,3469,22,Outer Regional Australia,0.8701789,Good,Good,0
3472,3472,21,Inner Regional Australia,0.9692796,Good,Good,0
3472,3472,22,Outer Regional Australia,0.0307204,Good,Good,0
3475,3475,21,Inner Regional Australia,0.6465347,Good,Good,0
3475,3475,22,Outer Regional Australia,0.3534653,Good,Good,0
3477,3477,21,Inner Regional Australia,0.100062,Good,Good,0
3477,3477,22,Outer Regional Australia,0.899938,Good,Good,0
3478,3478,21,Inner Regional Australia,0.0806605,Good,Good,0
3478,3478,22,Outer Regional Australia,0.9193395,Good,Good,0
3480,3480,22,Outer Regional Australia,1,Good,Good,0
3482,3482,22,Outer Regional Australia,1,Good,Good,0
3483,3483,22,Outer Regional Australia,1,Good,Good,0
3485,3485,22,Outer Regional Australia,1,Good,Good,0
3487,3487,22,Outer Regional Australia,1,Good,Good,0
3488,3488,22,Outer Regional Australia,1,Good,Good,0
3489,3489,22,Outer Regional Australia,1,Good,Good,0
3490,3490,22,Outer Regional Australia,0.9273762,Good,Good,0
3490,3490,23,Remote Australia,0.0726238,Acceptable,Good,0
3491,3491,22,Outer Regional Australia,1,Good,Good,0
3494,3494,22,Outer Regional Australia,1,Good,Good,0
3496,3496,22,Outer Regional Australia,1,Good,Good,0
3498,3498,22,Outer Regional Australia,1,Good,Good,0
3500,3500,22,Outer Regional Australia,1,Good,Good,0
3501,3501,22,Outer Regional Australia,1,Good,Good,0
3505,3505,22,Outer Regional Australia,1,Good,Good,0
3506,3506,23,Remote Australia,1,Acceptable,Good,0
3507,3507,22,Outer Regional Australia,1,Good,Good,0
3509,3509,23,Remote Australia,1,Acceptable,Good,0
3512,3512,23,Remote Australia,1,Acceptable,Good,0
3515,3515,21,Inner Regional Australia,1,Good,Good,0
3516,3516,21,Inner Regional Australia,1,Good,Good,0
3517,3517,21,Inner Regional Australia,0.7131505,Good,Good,0
3517,3517,22,Outer Regional Australia,0.2868495,Good,Good,0
3518,3518,22,Outer Regional Australia,1,Good,Good,0
3520,3520,22,Outer Regional Australia,1,Good,Good,0
3521,3521,21,Inner Regional Australia,1,Good,Good,0
3522,3522,21,Inner Regional Australia,1,Good,Good,0
3523,3523,21,Inner Regional Australia,1,Good,Good,0
3525,3525,22,Outer Regional Australia,1,Good,Good,0
3527,3527,22,Outer Regional Australia,1,Good,Good,0
3529,3529,22,Outer Regional Australia,1,Good,Good,0
3530,3530,22,Outer Regional Australia,1,Good,Good,0
3531,3531,22,Outer Regional Australia,1,Good,Good,0
3533,3533,22,Outer Regional Australia,1,Good,Good,0
3537,3537,22,Outer Regional Australia,1,Good,Good,0
3540,3540,22,Outer Regional Australia,1,Good,Good,0
3542,3542,22,Outer Regional Australia,1,Good,Good,0
3544,3544,22,Outer Regional Australia,1,Good,Good,0
3546,3546,22,Outer Regional Australia,1,Good,Good,0
3549,3549,22,Outer Regional Australia,1,Good,Good,0
3550,3550,21,Inner Regional Australia,1,Good,Good,0
3551,3551,21,Inner Regional Australia,1,Good,Good,0
3555,3555,21,Inner Regional Australia,1,Good,Good,0
3556,3556,21,Inner Regional Australia,1,Good,Good,0
3557,3557,21,Inner Regional Australia,1,Good,Good,0
3558,3558,21,Inner Regional Australia,1,Good,Good,0
3559,3559,21,Inner Regional Australia,1,Good,Good,0
3561,3561,21,Inner Regional Australia,1,Good,Good,0
3562,3562,21,Inner Regional Australia,1,Good,Good,0
3563,3563,21,Inner Regional Australia,1,Good,Good,0
3564,3564,21,Inner Regional Australia,1,Good,Good,0
3565,3565,21,Inner Regional Australia,1,Good,Good,0
3566,3566,22,Outer Regional Australia,1,Good,Good,0
3567,3567,22,Outer Regional Australia,1,Good,Good,0
3568,3568,22,Outer Regional Australia,1,Good,Good,0
3570,3570,21,Inner Regional Australia,0.9952268,Good,Good,0
3570,3570,22,Outer Regional Australia,0.0047732,Good,Good,1
3571,3571,21,Inner Regional Australia,0.8737461,Good,Good,0
3571,3571,22,Outer Regional Australia,0.1262539,Good,Good,0
3572,3572,21,Inner Regional Australia,1,Good,Good,0
3573,3573,21,Inner Regional Australia,0.1796059,Good,Good,0
3573,3573,22,Outer Regional Australia,0.8203941,Good,Good,0
3575,3575,22,Outer Regional Australia,1,Good,Good,0
3576,3576,22,Outer Regional Australia,1,Good,Good,0
3579,3579,22,Outer Regional Australia,1,Good,Good,0
3580,3580,22,Outer Regional Australia,1,Good,Good,0
3581,3581,22,Outer Regional Australia,1,Good,Good,0
3583,3583,22,Outer Regional Australia,1,Good,Good,0
3584,3584,22,Outer Regional Australia,1,Good,Good,0
3585,3585,22,Outer Regional Australia,1,Good,Good,0
3586,3586,22,Outer Regional Australia,1,Good,Good,0
3588,3588,22,Outer Regional Australia,1,Good,Good,0
3589,3589,22,Outer Regional Australia,1,Good,Good,0
3590,3590,22,Outer Regional Australia,1,Good,Good,0
3591,3591,22,Outer Regional Australia,1,Good,Good,0
3594,3594,22,Outer Regional Australia,1,Good,Good,0
3595,3595,22,Outer Regional Australia,1,Good,Good,0
3596,3596,22,Outer Regional Australia,1,Good,Good,0
3597,3597,22,Outer Regional Australia,1,Good,Good,0
3599,3599,22,Outer Regional Australia,1,Good,Good,0
3607,3607,21,Inner Regional Australia,1,Good,Good,0
3608,3608,21,Inner Regional Australia,1,Good,Good,0
3610,3610,21,Inner Regional Australia,1,Good,Good,0
3612,3612,21,Inner Regional Australia,1,Good,Good,0
3614,3614,21,Inner Regional Australia,1,Good,Good,0
3616,3616,21,Inner Regional Australia,1,Good,Good,0
3617,3617,21,Inner Regional Australia,1,Good,Good,0
3618,3618,21,Inner Regional Australia,1,Good,Good,0
3620,3620,21,Inner Regional Australia,1,Good,Good,0
3621,3621,21,Inner Regional Australia,1,Good,Good,0
3622,3622,21,Inner Regional Australia,1,Good,Good,0
3623,3623,21,Inner Regional Australia,1,Good,Good,0
3624,3624,21,Inner Regional Australia,1,Good,Good,0
3629,3629,21,Inner Regional Australia,1,Good,Good,0
3630,3630,21,Inner Regional Australia,1,Good,Good,0
3631,3631,21,Inner Regional Australia,1,Good,Good,0
3633,3633,21,Inner Regional Australia,1,Good,Good,0
3634,3634,21,Inner Regional Australia,1,Good,Good,0
3635,3635,21,Inner Regional Australia,1,Good,Good,0
3636,3636,21,Inner Regional Australia,1,Good,Good,0
3637,3637,21,Inner Regional Australia,0.6541997,Good,Good,0
3637,3637,22,Outer Regional Australia,0.3458003,Good,Good,0
3638,3638,21,Inner Regional Australia,0.9581202,Good,Good,0
3638,3638,22,Outer Regional Australia,0.0418798,Good,Good,0
3639,3639,21,Inner Regional Australia,0.0623883,Good,Good,0
3639,3639,22,Outer Regional Australia,0.9376117,Good,Good,0
3640,3640,21,Inner Regional Australia,1,Good,Good,0
3641,3641,21,Inner Regional Australia,0.8758832,Good,Good,0
3641,3641,22,Outer Regional Australia,0.1241168,Good,Good,0
3644,3644,11,Inner Regional Australia,0.2098408,Good,Good,0
3644,3644,12,Outer Regional Australia,0.0002377,Acceptable,Good,1
3644,3644,21,Inner Regional Australia,0.7899215,Good,Good,0
3646,3646,21,Inner Regional Australia,1,Good,Good,0
3647,3647,21,Inner Regional Australia,1,Good,Good,0
3649,3649,21,Inner Regional Australia,1,Good,Good,0
3658,3658,21,Inner Regional Australia,1,Good,Good,0
3659,3659,21,Inner Regional Australia,1,Good,Good,0
3660,3660,21,Inner Regional Australia,1,Good,Good,0
3662,3662,21,Inner Regional Australia,1,Good,Good,0
3663,3663,21,Inner Regional Australia,1,Good,Good,0
3664,3664,21,Inner Regional Australia,1,Good,Good,0
3665,3665,21,Inner Regional Australia,1,Good,Good,0
3666,3666,21,Inner Regional Australia,1,Good,Good,0
3669,3669,21,Inner Regional Australia,1,Good,Good,0
3670,3670,21,Inner Regional Australia,1,Good,Good,0
3672,3672,21,Inner Regional Australia,1,Good,Good,0
3673,3673,21,Inner Regional Australia,0.8158993,Good,Good,0
3673,3673,22,Outer Regional Australia,0.1841007,Good,Good,0
3675,3675,21,Inner Regional Australia,1,Good,Good,0
3677,3677,21,Inner Regional Australia,1,Good,Good,0
3678,3678,21,Inner Regional Australia,0.9193218,Good,Good,0
3678,3678,22,Outer Regional Australia,0.0806782,Good,Good,0
3682,3682,21,Inner Regional Australia,1,Good,Good,0
3683,3683,21,Inner Regional Australia,1,Good,Good,0
3685,3685,21,Inner Regional Australia,1,Good,Good,0
3687,3687,21,Inner Regional Australia,1,Good,Good,0
3688,3688,21,Inner Regional Australia,1,Good,Good,0
3690,3690,21,Inner Regional Australia,1,Good,Good,0
3691,3691,11,Inner Regional Australia,0.0048547,Good,Good,1
3691,3691,21,Inner Regional Australia,0.9880884,Good,Good,0
3691,3691,22,Outer Regional Australia,0.007057,Good,Good,1
3695,3695,21,Inner Regional Australia,1,Good,Good,0
3697,3697,21,Inner Regional Australia,0.5734394,Good,Good,0
3697,3697,22,Outer Regional Australia,0.4265606,Good,Good,0
3698,3698,21,Inner Regional Australia,0.9999705,Good,Good,0
3698,3698,22,Outer Regional Australia,2.95E-05,Good,Good,1
3699,3699,21,Inner Regional Australia,0.7346633,Good,Good,0
3699,3699,22,Outer Regional Australia,0.2653367,Good,Good,0
3700,3700,21,Inner Regional Australia,0.086518,Good,Good,0
3700,3700,22,Outer Regional Australia,0.913482,Good,Good,0
3701,3701,21,Inner Regional Australia,0.0407212,Good,Good,0
3701,3701,22,Outer Regional Australia,0.9592788,Good,Good,0
3704,3704,22,Outer Regional Australia,1,Good,Good,0
3705,3705,22,Outer Regional Australia,1,Good,Good,0
3707,3707,12,Outer Regional Australia,0.0258724,Acceptable,Good,0
3707,3707,22,Outer Regional Australia,0.9741276,Good,Good,0
3708,3708,22,Outer Regional Australia,1,Good,Good,0
3709,3709,22,Outer Regional Australia,1,Good,Good,0
3711,3711,21,Inner Regional Australia,1,Good,Good,0
3712,3712,21,Inner Regional Australia,0.9999718,Good,Good,0
3712,3712,22,Outer Regional Australia,2.82E-05,Good,Good,1
3713,3713,22,Outer Regional Australia,1,Good,Good,0
3714,3714,21,Inner Regional Australia,0.9999973,Good,Good,0
3714,3714,22,Outer Regional Australia,2.70E-06,Good,Good,1
3715,3715,22,Outer Regional Australia,1,Good,Good,0
3717,3717,21,Inner Regional Australia,1,Good,Good,0
3718,3718,21,Inner Regional Australia,1,Good,Good,0
3719,3719,21,Inner Regional Australia,1,Good,Good,0
3720,3720,22,Outer Regional Australia,1,Good,Good,0
3722,3722,22,Outer Regional Australia,1,Good,Good,0
3723,3723,21,Inner Regional Australia,0.0008055,Good,Good,1
3723,3723,22,Outer Regional Australia,0.9991945,Good,Good,0
3725,3725,21,Inner Regional Australia,1,Good,Good,0
3726,3726,21,Inner Regional Australia,1,Good,Good,0
3727,3727,21,Inner Regional Australia,1,Good,Good,0
3728,3728,21,Inner Regional Australia,1,Good,Good,0
3730,3730,21,Inner Regional Australia,1,Good,Good,0
3732,3732,21,Inner Regional Australia,0.730818,Good,Good,0
3732,3732,22,Outer Regional Australia,0.269182,Good,Good,0
3733,3733,22,Outer Regional Australia,1,Good,Good,0
3735,3735,21,Inner Regional Australia,1,Good,Good,0
3737,3737,21,Inner Regional Australia,0.9726617,Good,Good,0
3737,3737,22,Outer Regional Australia,0.0273383,Good,Good,0
3738,3738,21,Inner Regional Australia,1,Good,Good,0
3739,3739,21,Inner Regional Australia,1,Good,Good,0
3740,3740,22,Outer Regional Australia,1,Good,Good,0
3741,3741,22,Outer Regional Australia,1,Good,Good,0
3744,3744,22,Outer Regional Australia,1,Good,Good,0
3746,3746,21,Inner Regional Australia,1,Good,Good,0
3747,3747,21,Inner Regional Australia,1,Good,Good,0
3749,3749,21,Inner Regional Australia,1,Good,Good,0
3750,3750,20,Major Cities of Australia,1,Good,Good,0
3751,3751,20,Major Cities of Australia,1,Good,Good,0
3752,3752,20,Major Cities of Australia,1,Good,Good,0
3753,3753,20,Major Cities of Australia,0.8979497,Good,Good,0
3753,3753,21,Inner Regional Australia,0.1020503,Good,Good,0
3754,3754,20,Major Cities of Australia,1,Good,Good,0
3755,3755,20,Major Cities of Australia,0.923205,Good,Good,0
3755,3755,21,Inner Regional Australia,0.076795,Good,Good,0
3756,3756,20,Major Cities of Australia,0.9296751,Good,Good,0
3756,3756,21,Inner Regional Australia,0.0703249,Good,Good,0
3757,3757,20,Major Cities of Australia,0.5699621,Good,Good,0
3757,3757,21,Inner Regional Australia,0.4300379,Good,Good,0
3758,3758,21,Inner Regional Australia,1,Good,Good,0
3759,3759,20,Major Cities of Australia,0.7313901,Good,Good,0
3759,3759,21,Inner Regional Australia,0.2686099,Good,Good,0
3760,3760,21,Inner Regional Australia,1,Good,Good,0
3761,3761,21,Inner Regional Australia,1,Good,Good,0
3762,3762,21,Inner Regional Australia,1,Good,Good,0
3763,3763,21,Inner Regional Australia,1,Good,Good,0
3764,3764,21,Inner Regional Australia,1,Good,Good,0
3765,3765,20,Major Cities of Australia,1,Good,Good,0
3766,3766,20,Major Cities of Australia,1,Good,Good,0
3767,3767,20,Major Cities of Australia,1,Good,Good,0
3770,3770,20,Major Cities of Australia,0.6863288,Good,Good,0
3770,3770,21,Inner Regional Australia,0.3136712,Good,Good,0
3775,3775,21,Inner Regional Australia,1,Good,Good,0
3777,3777,21,Inner Regional Australia,1,Good,Good,0
3778,3778,21,Inner Regional Australia,1,Good,Good,0
3779,3779,21,Inner Regional Australia,1,Good,Good,0
3781,3781,20,Major Cities of Australia,0.9883713,Good,Good,0
3781,3781,21,Inner Regional Australia,0.0116287,Good,Good,0
3782,3782,20,Major Cities of Australia,1,Good,Good,0
3783,3783,20,Major Cities of Australia,0.6470393,Good,Good,0
3783,3783,21,Inner Regional Australia,0.3529607,Good,Good,0
3785,3785,20,Major Cities of Australia,1,Good,Good,0
3786,3786,20,Major Cities of Australia,1,Good,Good,0
3787,3787,20,Major Cities of Australia,1,Good,Good,0
3788,3788,20,Major Cities of Australia,1,Good,Good,0
3789,3789,20,Major Cities of Australia,1,Good,Good,0
3791,3791,20,Major Cities of Australia,1,Good,Good,0
3792,3792,20,Major Cities of Australia,1,Good,Good,0
3793,3793,20,Major Cities of Australia,1,Good,Good,0
3795,3795,20,Major Cities of Australia,1,Good,Good,0
3796,3796,20,Major Cities of Australia,1,Good,Good,0
3797,3797,21,Inner Regional Australia,1,Good,Good,0
3799,3799,21,Inner Regional Australia,1,Good,Good,0
3802,3802,20,Major Cities of Australia,1,Good,Good,0
3803,3803,20,Major Cities of Australia,1,Good,Good,0
3804,3804,20,Major Cities of Australia,1,Good,Good,0
3805,3805,20,Major Cities of Australia,1,Good,Good,0
3806,3806,20,Major Cities of Australia,1,Good,Good,0
3807,3807,20,Major Cities of Australia,1,Good,Good,0
3808,3808,20,Major Cities of Australia,1,Good,Good,0
3809,3809,20,Major Cities of Australia,1,Good,Good,0
3810,3810,20,Major Cities of Australia,0.9829841,Good,Good,0
3810,3810,21,Inner Regional Australia,0.0170159,Good,Good,0
3812,3812,20,Major Cities of Australia,0.0219054,Good,Good,0
3812,3812,21,Inner Regional Australia,0.9780946,Good,Good,0
3813,3813,21,Inner Regional Australia,1,Good,Good,0
3814,3814,21,Inner Regional Australia,1,Good,Good,0
3815,3815,21,Inner Regional Australia,1,Good,Good,0
3816,3816,21,Inner Regional Australia,1,Good,Good,0
3818,3818,21,Inner Regional Australia,1,Good,Good,0
3820,3820,21,Inner Regional Australia,1,Good,Good,0
3821,3821,21,Inner Regional Australia,1,Good,Good,0
3822,3822,21,Inner Regional Australia,1,Good,Good,0
3823,3823,21,Inner Regional Australia,1,Good,Good,0
3824,3824,21,Inner Regional Australia,1,Good,Good,0
3825,3825,21,Inner Regional Australia,0.999663,Good,Good,0
3825,3825,22,Outer Regional Australia,0.000337,Good,Good,1
3831,3831,21,Inner Regional Australia,1,Good,Good,0
3832,3832,21,Inner Regional Australia,1,Good,Good,0
3833,3833,21,Inner Regional Australia,0.9145161,Good,Good,0
3833,3833,22,Outer Regional Australia,0.0854839,Good,Good,0
3835,3835,21,Inner Regional Australia,1,Good,Good,0
3840,3840,21,Inner Regional Australia,1,Good,Good,0
3842,3842,21,Inner Regional Australia,1,Good,Good,0
3844,3844,21,Inner Regional Australia,0.99915,Good,Good,0
3844,3844,22,Outer Regional Australia,0.00085,Good,Good,1
3847,3847,21,Inner Regional Australia,0.9365655,Good,Good,0
3847,3847,22,Outer Regional Australia,0.0634345,Good,Good,0
3850,3850,21,Inner Regional Australia,1,Good,Good,0
3851,3851,21,Inner Regional Australia,0.5745061,Good,Good,0
3851,3851,22,Outer Regional Australia,0.4254939,Good,Good,0
3852,3852,21,Inner Regional Australia,1,Good,Good,0
3854,3854,21,Inner Regional Australia,1,Good,Good,0
3856,3856,21,Inner Regional Australia,1,Good,Good,0
3857,3857,21,Inner Regional Australia,1,Good,Good,0
3858,3858,21,Inner Regional Australia,0.9022458,Good,Good,0
3858,3858,22,Outer Regional Australia,0.0977542,Good,Good,0
3859,3859,21,Inner Regional Australia,0.9999947,Good,Good,0
3859,3859,22,Outer Regional Australia,5.30E-06,Good,Good,1
3860,3860,21,Inner Regional Australia,0.7736209,Good,Good,0
3860,3860,22,Outer Regional Australia,0.2263791,Good,Good,0
3862,3862,21,Inner Regional Australia,0.8350405,Good,Good,0
3862,3862,22,Outer Regional Australia,0.1649595,Good,Good,0
3864,3864,22,Outer Regional Australia,1,Good,Good,0
3865,3865,22,Outer Regional Australia,1,Good,Good,0
3869,3869,21,Inner Regional Australia,1,Good,Good,0
3870,3870,21,Inner Regional Australia,1,Good,Good,0
3871,3871,21,Inner Regional Australia,1,Good,Good,0
3873,3873,21,Inner Regional Australia,1,Good,Good,0
3874,3874,22,Outer Regional Australia,0.9998541,Good,Good,0
3874,3874,23,Remote Australia,0.0001459,Acceptable,Good,1
3875,3875,22,Outer Regional Australia,1,Good,Good,0
3878,3878,22,Outer Regional Australia,1,Good,Good,0
3880,3880,22,Outer Regional Australia,1,Good,Good,0
3882,3882,22,Outer Regional Australia,1,Good,Good,0
3885,3885,22,Outer Regional Australia,0.9655814,Good,Good,0
3885,3885,23,Remote Australia,0.0344186,Acceptable,Good,0
3886,3886,22,Outer Regional Australia,1,Good,Good,0
3887,3887,22,Outer Regional Australia,1,Good,Good,0
3888,3888,22,Outer Regional Australia,0.9257041,Good,Good,0
3888,3888,23,Remote Australia,0.0742959,Acceptable,Good,0
3889,3889,22,Outer Regional Australia,0.3552019,Good,Good,0
3889,3889,23,Remote Australia,0.6447981,Acceptable,Good,0
3890,3890,23,Remote Australia,1,Acceptable,Good,0
3891,3891,22,Outer Regional Australia,1,Good,Good,0
3892,3892,22,Outer Regional Australia,1,Good,Good,0
3893,3893,22,Outer Regional Australia,1,Good,Good,0
3895,3895,22,Outer Regional Australia,1,Good,Good,0
3896,3896,22,Outer Regional Australia,1,Good,Good,0
3898,3898,22,Outer Regional Australia,1,Good,Good,0
3900,3900,12,Outer Regional Australia,1.46E-05,Acceptable,Good,1
3900,3900,22,Outer Regional Australia,0.9999854,Good,Good,0
3902,3902,22,Outer Regional Australia,1,Good,Good,0
3903,3903,22,Outer Regional Australia,1,Good,Good,0
