POSTCODE,LGA_CODE_2022,LGA_NAME_2022,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
3360,25990,Pyrenees,0.0573388,Poor,Good,0
3360,22490,Golden Plains,0.9395459,Acceptable,Good,0
3361,20260,Ararat,0.0038067,Acceptable,Good,1
3361,25990,Pyrenees,0.1501882,Poor,Good,0
3361,21830,Corangamite,0.8460051,Good,Good,0
3363,20570,Ballarat,0.0330224,Good,Good,0
3363,22910,Hepburn,0.9669776,Acceptable,Good,0
3364,21670,Central Goldfields,0.0034108,Good,Good,1
3364,25150,Moorabool,0.0181553,Acceptable,Good,0
3364,25430,Mount Alexander,0.04297,Good,Good,0
3364,20570,Ballarat,0.1325762,Good,Good,0
3364,22910,Hepburn,0.8028877,Acceptable,Good,0
3370,21670,Central Goldfields,0.0113871,Good,Good,0
3370,22910,Hepburn,0.9886129,Acceptable,Good,0
3371,22910,Hepburn,0.0480914,Acceptable,Good,0
3371,25990,Pyrenees,0.1753664,Poor,Good,0
3371,21670,Central Goldfields,0.7765422,Good,Good,0
3373,20260,Ararat,0.0038855,Acceptable,Good,1
3373,25990,Pyrenees,0.9961145,Poor,Good,0
3374,20260,Ararat,0.0566429,Acceptable,Good,0
3374,25810,Northern Grampians,0.9433571,Good,Good,0
3375,25990,Pyrenees,0.0968083,Poor,Good,0
3375,20260,Ararat,0.9031917,Acceptable,Good,0
3377,25810,Northern Grampians,0.002617,Good,Good,1
3377,25990,Pyrenees,0.005812,Poor,Good,1
3377,20260,Ararat,0.991571,Acceptable,Good,0
3378,20260,Ararat,1,Acceptable,Good,0
3379,25490,Moyne,0.0604763,Acceptable,Good,0
3379,20260,Ararat,0.9395237,Acceptable,Good,0
3380,25810,Northern Grampians,1,Good,Good,0
3381,20260,Ararat,0.2731595,Acceptable,Good,0
3381,25810,Northern Grampians,0.7268405,Good,Good,0
3384,25990,Pyrenees,0.4424564,Poor,Good,0
3384,25810,Northern Grampians,0.5575436,Good,Good,0
3385,27630,Yarriambiack,0.0554895,Good,Good,0
3385,23190,Horsham,0.1108539,Good,Good,0
3385,25810,Northern Grampians,0.8336566,Good,Good,0
3387,25810,Northern Grampians,1,Good,Good,0
3388,25810,Northern Grampians,0.039313,Good,Good,0
3388,27630,Yarriambiack,0.960687,Good,Good,0
3390,23190,Horsham,0.0197152,Good,Good,0
3390,27630,Yarriambiack,0.9802848,Good,Good,0
3391,27630,Yarriambiack,1,Good,Good,0
3392,27630,Yarriambiack,1,Good,Good,0
3393,22980,Hindmarsh,0.0005377,Good,Good,1
3393,21270,Buloke,0.0107851,Good,Good,0
3393,27630,Yarriambiack,0.9886772,Good,Good,0
3395,22980,Hindmarsh,0.0083018,Good,Good,1
3395,21270,Buloke,0.0772537,Good,Good,0
3395,27630,Yarriambiack,0.9144445,Good,Good,0
3396,27630,Yarriambiack,1,Good,Good,0
3400,23190,Horsham,1,Good,Good,0
3401,25810,Northern Grampians,0.0000102,Good,Good,1
3401,26260,Southern Grampians,0.0080894,Good,Good,1
3401,27630,Yarriambiack,0.010905,Good,Good,0
3401,26890,West Wimmera,0.021446,Acceptable,Good,0
3401,23190,Horsham,0.9595494,Good,Good,0
3407,26260,Southern Grampians,1,Good,Good,0
3409,26890,West Wimmera,0.1689417,Acceptable,Good,0
3409,23190,Horsham,0.8310583,Good,Good,0
3412,26890,West Wimmera,1,Acceptable,Good,0
3413,26890,West Wimmera,1,Acceptable,Good,0
3414,27630,Yarriambiack,0.0016603,Good,Good,1
3414,22980,Hindmarsh,0.9983397,Good,Good,0
3415,26890,West Wimmera,1,Acceptable,Good,0
3418,26890,West Wimmera,0.0055869,Acceptable,Good,1
3418,22980,Hindmarsh,0.9944131,Good,Good,0
3419,22980,Hindmarsh,0.011627,Good,Good,0
3419,26890,West Wimmera,0.988373,Acceptable,Good,0
3420,26890,West Wimmera,1,Acceptable,Good,0
3423,22980,Hindmarsh,1,Good,Good,0
3424,27630,Yarriambiack,0.1474414,Good,Good,0
3424,22980,Hindmarsh,0.8525586,Good,Good,0
3427,21180,Brimbank,0.0000009,Acceptable,Good,1
3427,23270,Hume,0.0758179,Good,Good,0
3427,24650,Melton,0.9241812,Acceptable,Good,0
3428,23270,Hume,1,Good,Good,0
3429,23270,Hume,1,Good,Good,0
3430,23270,Hume,0.0174979,Good,Good,0
3430,24130,Macedon Ranges,0.9825021,Good,Good,0
3431,24130,Macedon Ranges,1,Good,Good,0
3432,24130,Macedon Ranges,1,Good,Good,0
3433,24130,Macedon Ranges,1,Good,Good,0
3434,24130,Macedon Ranges,1,Good,Good,0
3435,24850,Mitchell,0.0297264,Good,Good,0
3435,24130,Macedon Ranges,0.9702736,Good,Good,0
3437,25150,Moorabool,0.0000005,Acceptable,Good,1
3437,24130,Macedon Ranges,0.9999995,Good,Good,0
3438,24130,Macedon Ranges,1,Good,Good,0
3440,24130,Macedon Ranges,1,Good,Good,0
3441,24130,Macedon Ranges,1,Good,Good,0
3442,25150,Moorabool,0.0000003,Acceptable,Good,1
3442,24130,Macedon Ranges,0.9999997,Good,Good,0
3444,24850,Mitchell,0.0108443,Good,Good,0
3444,22910,Hepburn,0.0128882,Acceptable,Good,0
3444,25430,Mount Alexander,0.0273547,Good,Good,0
3444,22620,Greater Bendigo,0.0386343,Good,Good,0
3444,24130,Macedon Ranges,0.9102785,Good,Good,0
3446,25430,Mount Alexander,0.0248307,Good,Good,0
3446,22910,Hepburn,0.1715311,Acceptable,Good,0
3446,24130,Macedon Ranges,0.8036383,Good,Good,0
3447,22910,Hepburn,0.0000191,Acceptable,Good,1
3447,25430,Mount Alexander,0.9999809,Good,Good,0
3448,25430,Mount Alexander,1,Good,Good,0
3450,25430,Mount Alexander,1,Good,Good,0
3451,22910,Hepburn,0.0077811,Acceptable,Good,1
3451,25430,Mount Alexander,0.9922189,Good,Good,0
3453,22620,Greater Bendigo,0.3145133,Good,Good,0
3453,25430,Mount Alexander,0.6854867,Good,Good,0
3458,24130,Macedon Ranges,0.0670231,Good,Good,0
3458,25150,Moorabool,0.1931797,Acceptable,Good,0
3458,22910,Hepburn,0.7397972,Acceptable,Good,0
3460,22910,Hepburn,1,Acceptable,Good,0
3461,24130,Macedon Ranges,0.0028284,Good,Good,1
3461,25430,Mount Alexander,0.0264986,Good,Good,0
3461,25150,Moorabool,0.0545044,Acceptable,Good,0
3461,22910,Hepburn,0.9161686,Acceptable,Good,0
3462,25430,Mount Alexander,1,Good,Good,0
3463,23940,Loddon,0.0950952,Acceptable,Good,0
3463,25430,Mount Alexander,0.9049048,Good,Good,0
3464,25430,Mount Alexander,0.0061154,Good,Good,1
3464,21670,Central Goldfields,0.9938846,Good,Good,0
3465,25430,Mount Alexander,0.0003475,Good,Good,1
3465,25810,Northern Grampians,0.0028766,Good,Good,1
3465,25990,Pyrenees,0.0154746,Poor,Good,0
3465,21670,Central Goldfields,0.9813013,Good,Good,0
3467,25990,Pyrenees,1,Poor,Good,0
3468,25990,Pyrenees,1,Poor,Good,0
3469,25990,Pyrenees,0.3664975,Poor,Good,0
3469,20260,Ararat,0.6335025,Acceptable,Good,0
3472,25430,Mount Alexander,0.023233,Good,Good,0
3472,23940,Loddon,0.163424,Acceptable,Good,0
3472,21670,Central Goldfields,0.813343,Good,Good,0
3475,25810,Northern Grampians,0.134553,Good,Good,0
3475,23940,Loddon,0.2269528,Acceptable,Good,0
3475,21670,Central Goldfields,0.6384942,Good,Good,0
3477,23940,Loddon,0.013109,Acceptable,Good,0
3477,21270,Buloke,0.0238248,Good,Good,0
3477,25990,Pyrenees,0.100062,Poor,Good,0
3477,25810,Northern Grampians,0.8630041,Good,Good,0
3478,21270,Buloke,0.006986,Good,Good,1
3478,25990,Pyrenees,0.0954078,Poor,Good,0
3478,25810,Northern Grampians,0.8976062,Good,Good,0
3480,27630,Yarriambiack,0.0124275,Good,Good,0
3480,25810,Northern Grampians,0.0375888,Good,Good,0
3480,21270,Buloke,0.9499837,Good,Good,0
3482,27630,Yarriambiack,0.0497813,Good,Good,0
3482,21270,Buloke,0.9502187,Good,Good,0
3483,21270,Buloke,1,Good,Good,0
3485,21270,Buloke,0.3314795,Good,Good,0
3485,27630,Yarriambiack,0.6685205,Good,Good,0
3487,27630,Yarriambiack,1,Good,Good,0
3488,21270,Buloke,0.0824318,Good,Good,0
3488,27630,Yarriambiack,0.9175682,Good,Good,0
3489,24780,Mildura,0.3502082,Good,Good,0
3489,27630,Yarriambiack,0.6497918,Good,Good,0
3490,22980,Hindmarsh,0.0000051,Good,Good,1
3490,26890,West Wimmera,0.0000154,Acceptable,Good,1
3490,24780,Mildura,0.9999794,Good,Good,0
3491,24780,Mildura,0.3176525,Good,Good,0
3491,27630,Yarriambiack,0.6823475,Good,Good,0
3494,24780,Mildura,1,Good,Good,0
3496,24780,Mildura,1,Good,Good,0
3498,24780,Mildura,1,Good,Good,0
3500,24780,Mildura,1,Good,Good,0
3501,26610,Swan Hill,0.0009525,Good,Good,1
3501,24780,Mildura,0.9990475,Good,Good,0
3505,24780,Mildura,1,Good,Good,0
3506,24780,Mildura,1,Good,Good,0
3507,24780,Mildura,1,Good,Good,0
3509,24780,Mildura,1,Good,Good,0
3512,24780,Mildura,1,Good,Good,0
3515,25430,Mount Alexander,0.0016025,Good,Good,1
3515,23940,Loddon,0.0340322,Acceptable,Good,0
3515,22620,Greater Bendigo,0.9643654,Good,Good,0
3516,22620,Greater Bendigo,0.1853305,Good,Good,0
3516,23940,Loddon,0.8146695,Acceptable,Good,0
3517,23940,Loddon,1,Acceptable,Good,0
3518,21270,Buloke,0.0068953,Good,Good,1
3518,23940,Loddon,0.9931047,Acceptable,Good,0
3520,23940,Loddon,1,Acceptable,Good,0
3521,24850,Mitchell,1,Good,Good,0
3522,24850,Mitchell,1,Good,Good,0
3523,24850,Mitchell,0.0064036,Good,Good,1
3523,26430,Strathbogie,0.0116642,Good,Good,0
3523,21370,Campaspe,0.0126725,Good,Good,0
3523,22620,Greater Bendigo,0.9692598,Good,Good,0
3525,23940,Loddon,0.0885681,Acceptable,Good,0
3525,21270,Buloke,0.9114319,Good,Good,0
3527,23940,Loddon,0.0107701,Acceptable,Good,0
3527,22250,Gannawarra,0.0175064,Good,Good,0
3527,21270,Buloke,0.9717235,Good,Good,0
3529,21270,Buloke,1,Good,Good,0
3530,21270,Buloke,1,Good,Good,0
3531,21270,Buloke,1,Good,Good,0
3533,26610,Swan Hill,0.0000132,Good,Good,1
3533,21270,Buloke,0.9999868,Good,Good,0
3537,22250,Gannawarra,0.0044799,Good,Good,1
3537,23940,Loddon,0.9955201,Acceptable,Good,0
3540,22250,Gannawarra,1,Good,Good,0
3542,21270,Buloke,0.0000719,Good,Good,1
3542,22250,Gannawarra,0.9999281,Good,Good,0
3544,21270,Buloke,0.036297,Good,Good,0
3544,26610,Swan Hill,0.963703,Good,Good,0
3546,26610,Swan Hill,1,Good,Good,0
3549,26610,Swan Hill,1,Good,Good,0
3550,22620,Greater Bendigo,1,Good,Good,0
3551,25430,Mount Alexander,0.0003945,Good,Good,1
3551,21370,Campaspe,0.0070285,Good,Good,1
3551,23940,Loddon,0.0173759,Acceptable,Good,0
3551,22620,Greater Bendigo,0.9752012,Good,Good,0
3555,22620,Greater Bendigo,1,Good,Good,0
3556,23940,Loddon,0.0035323,Acceptable,Good,1
3556,22620,Greater Bendigo,0.9964677,Good,Good,0
3557,21370,Campaspe,0.0701506,Good,Good,0
3557,22620,Greater Bendigo,0.9298494,Good,Good,0
3558,21370,Campaspe,0.0977873,Good,Good,0
3558,22620,Greater Bendigo,0.9022127,Good,Good,0
3559,22620,Greater Bendigo,0.0786754,Good,Good,0
3559,21370,Campaspe,0.9213246,Good,Good,0
3561,21370,Campaspe,1,Good,Good,0
3562,21370,Campaspe,1,Good,Good,0
3563,21370,Campaspe,1,Good,Good,0
3564,21370,Campaspe,1,Good,Good,0
3565,21370,Campaspe,1,Good,Good,0
3566,21370,Campaspe,1,Good,Good,0
3567,23940,Loddon,0.0149826,Acceptable,Good,0
3567,22250,Gannawarra,0.9850174,Good,Good,0
3568,22250,Gannawarra,1,Good,Good,0
3570,23940,Loddon,0.1092971,Acceptable,Good,0
3570,22620,Greater Bendigo,0.8907029,Good,Good,0
3571,23940,Loddon,1,Acceptable,Good,0
3572,23940,Loddon,0.1835433,Acceptable,Good,0
3572,21370,Campaspe,0.8164567,Good,Good,0
3573,21370,Campaspe,0.1796059,Good,Good,0
3573,23940,Loddon,0.8203941,Acceptable,Good,0
3575,23940,Loddon,1,Acceptable,Good,0
3576,23940,Loddon,1,Acceptable,Good,0
3579,26610,Swan Hill,0.0000018,Good,Good,1
3579,23940,Loddon,0.0079041,Acceptable,Good,1
3579,22250,Gannawarra,0.992094,Good,Good,0
3580,22250,Gannawarra,1,Good,Good,0
3581,22250,Gannawarra,1,Good,Good,0
3583,26610,Swan Hill,1,Good,Good,0
3584,26610,Swan Hill,1,Good,Good,0
3585,22250,Gannawarra,0.0008652,Good,Good,1
3585,26610,Swan Hill,0.9991348,Good,Good,0
3586,26610,Swan Hill,1,Good,Good,0
3588,26610,Swan Hill,1,Good,Good,0
3589,26610,Swan Hill,1,Good,Good,0
3590,26610,Swan Hill,1,Good,Good,0
3591,26610,Swan Hill,1,Good,Good,0
3594,26610,Swan Hill,1,Good,Good,0
3595,26610,Swan Hill,1,Good,Good,0
3596,26610,Swan Hill,1,Good,Good,0
3597,26610,Swan Hill,1,Good,Good,0
3599,26610,Swan Hill,1,Good,Good,0
3607,26430,Strathbogie,1,Good,Good,0
3608,22830,Greater Shepparton,0.000604,Good,Good,1
3608,26430,Strathbogie,0.999396,Good,Good,0
3610,26430,Strathbogie,0.009824,Good,Good,1
3610,22830,Greater Shepparton,0.990176,Good,Good,0
3612,26430,Strathbogie,0.0216274,Good,Good,0
3612,21370,Campaspe,0.9783726,Good,Good,0
3614,22830,Greater Shepparton,1,Good,Good,0
3616,22830,Greater Shepparton,1,Good,Good,0
3617,22830,Greater Shepparton,1,Good,Good,0
3618,22830,Greater Shepparton,1,Good,Good,0
3620,22830,Greater Shepparton,0.0374036,Good,Good,0
3620,21370,Campaspe,0.9625964,Good,Good,0
3621,21370,Campaspe,1,Good,Good,0
3622,21370,Campaspe,1,Good,Good,0
3623,22830,Greater Shepparton,0.0092035,Good,Good,1
3623,21370,Campaspe,0.9907965,Good,Good,0
3624,21370,Campaspe,1,Good,Good,0
3629,22830,Greater Shepparton,1,Good,Good,0
3630,22830,Greater Shepparton,1,Good,Good,0
3631,26430,Strathbogie,0.0065063,Good,Good,1
3631,22830,Greater Shepparton,0.9934937,Good,Good,0
3633,22830,Greater Shepparton,1,Good,Good,0
3634,24900,Moira,0.0382822,Good,Good,0
3634,22830,Greater Shepparton,0.9617178,Good,Good,0
3635,24900,Moira,1,Good,Good,0
3636,24900,Moira,1,Good,Good,0
3637,24900,Moira,1,Good,Good,0
3638,24900,Moira,1,Good,Good,0
3639,24900,Moira,1,Good,Good,0
3640,24900,Moira,1,Good,Good,0
3641,24900,Moira,1,Good,Good,0
3644,10650,Berrigan,0.2100785,Acceptable,Good,0
3644,24900,Moira,0.7899215,Good,Good,0
3646,26430,Strathbogie,0.0165219,Good,Good,0
3646,24900,Moira,0.3846368,Good,Good,0
3646,22830,Greater Shepparton,0.5988413,Good,Good,0
3647,22830,Greater Shepparton,1,Good,Good,0
3649,24900,Moira,1,Good,Good,0
3658,25620,Murrindindi,0.0368886,Acceptable,Good,0
3658,24850,Mitchell,0.9631114,Good,Good,0
3659,24850,Mitchell,1,Good,Good,0
3660,25620,Murrindindi,0.0360463,Acceptable,Good,0
3660,24850,Mitchell,0.9639537,Good,Good,0
3662,24850,Mitchell,1,Good,Good,0
3663,24850,Mitchell,0.0675695,Good,Good,0
3663,26430,Strathbogie,0.9324305,Good,Good,0
3664,24850,Mitchell,0.0104937,Good,Good,0
3664,26430,Strathbogie,0.9895063,Good,Good,0
3665,26430,Strathbogie,1,Good,Good,0
3666,25620,Murrindindi,0.0026902,Acceptable,Good,1
3666,24850,Mitchell,0.0032985,Good,Good,1
3666,26430,Strathbogie,0.9940113,Good,Good,0
3669,24250,Mansfield,0.0000136,Good,Good,1
3669,21010,Benalla,0.0000408,Good,Good,1
3669,22830,Greater Shepparton,0.0285612,Good,Good,0
3669,26430,Strathbogie,0.9713844,Good,Good,0
3670,26430,Strathbogie,0.0481774,Good,Good,0
3670,21010,Benalla,0.9518226,Good,Good,0
3672,21010,Benalla,1,Good,Good,0
3673,24250,Mansfield,0.0009958,Good,Good,1
3673,26700,Wangaratta,0.001222,Good,Good,1
3673,21010,Benalla,0.9977821,Good,Good,0
3675,24900,Moira,0.0217325,Good,Good,0
3675,21010,Benalla,0.1541286,Good,Good,0
3675,26700,Wangaratta,0.8241388,Good,Good,0
3677,26700,Wangaratta,1,Good,Good,0
3678,24900,Moira,0.0041116,Good,Good,1
3678,26700,Wangaratta,0.9958884,Good,Good,0
3682,23350,Indigo,0.3323087,Acceptable,Good,0
3682,26700,Wangaratta,0.6676913,Good,Good,0
3683,23350,Indigo,1,Acceptable,Good,0
3685,26700,Wangaratta,0.0180268,Good,Good,0
3685,23350,Indigo,0.9819732,Acceptable,Good,0
3687,23350,Indigo,1,Acceptable,Good,0
3688,23350,Indigo,1,Acceptable,Good,0
3690,27170,Wodonga,1,Good,Good,0
3691,10050,Albury,0.0048547,Good,Good,1
3691,20110,Alpine,0.0566095,Good,Good,0
3691,26670,Towong,0.0950606,Acceptable,Good,0
3691,23350,Indigo,0.2008952,Acceptable,Good,0
3691,27170,Wodonga,0.64258,Good,Good,0
3695,26670,Towong,0.0622692,Acceptable,Good,0
3695,23350,Indigo,0.9377308,Acceptable,Good,0
3697,20110,Alpine,1,Good,Good,0
3698,20110,Alpine,1,Good,Good,0
3699,22110,East Gippsland,0.0000275,Good,Good,1
3699,29399,Unincorporated Vic,0.2588192,Poor,Good,0
3699,20110,Alpine,0.7411533,Good,Good,0
3700,26670,Towong,1,Acceptable,Good,0
3701,22110,East Gippsland,0.0012414,Good,Good,1
3701,26670,Towong,0.9987586,Acceptable,Good,0
3704,26670,Towong,1,Acceptable,Good,0
3705,26670,Towong,1,Acceptable,Good,0
3707,22110,East Gippsland,0.0000162,Good,Good,1
3707,17080,Snowy Valleys,0.0258724,Good,Good,0
3707,26670,Towong,0.9741114,Acceptable,Good,0
3708,26670,Towong,1,Acceptable,Good,0
3709,26670,Towong,1,Acceptable,Good,0
3711,25620,Murrindindi,1,Acceptable,Good,0
3712,25620,Murrindindi,1,Acceptable,Good,0
3713,24250,Mansfield,0.0030155,Good,Good,1
3713,25620,Murrindindi,0.9969845,Acceptable,Good,0
3714,25620,Murrindindi,1,Acceptable,Good,0
3715,25620,Murrindindi,0.0243545,Acceptable,Good,0
3715,24250,Mansfield,0.9756455,Good,Good,0
3717,24850,Mitchell,0.0000028,Good,Good,1
3717,25620,Murrindindi,0.9999972,Acceptable,Good,0
3718,25620,Murrindindi,1,Acceptable,Good,0
3719,25620,Murrindindi,1,Acceptable,Good,0
3720,24250,Mansfield,1,Good,Good,0
3722,29399,Unincorporated Vic,0.0000004,Poor,Good,1
3722,24250,Mansfield,0.9999996,Good,Good,0
3723,25620,Murrindindi,0.0000027,Acceptable,Good,1
3723,26810,Wellington,0.000004,Good,Good,1
3723,27450,Yarra Ranges,0.0008028,Good,Good,1
3723,21010,Benalla,0.0037384,Good,Good,1
3723,26700,Wangaratta,0.0135878,Good,Good,0
3723,29399,Unincorporated Vic,0.0878871,Poor,Good,0
3723,24250,Mansfield,0.8939772,Good,Good,0
3725,22830,Greater Shepparton,0.0683558,Good,Good,0
3725,21010,Benalla,0.9316442,Good,Good,0
3726,21010,Benalla,1,Good,Good,0
3727,24900,Moira,1,Good,Good,0
3728,24900,Moira,1,Good,Good,0
3730,24900,Moira,1,Good,Good,0
3732,26700,Wangaratta,1,Good,Good,0
3733,26700,Wangaratta,1,Good,Good,0
3735,26700,Wangaratta,1,Good,Good,0
3737,26700,Wangaratta,0.0000011,Good,Good,1
3737,23350,Indigo,0.0049022,Acceptable,Good,1
3737,20110,Alpine,0.9950966,Good,Good,0
3738,20110,Alpine,1,Good,Good,0
3739,20110,Alpine,1,Good,Good,0
3740,20110,Alpine,1,Good,Good,0
3741,29399,Unincorporated Vic,0.0387207,Poor,Good,0
3741,20110,Alpine,0.9612793,Good,Good,0
3744,20110,Alpine,1,Good,Good,0
3746,26700,Wangaratta,1,Good,Good,0
3747,26700,Wangaratta,0.0136504,Good,Good,0
3747,23350,Indigo,0.9863496,Acceptable,Good,0
3749,23350,Indigo,1,Acceptable,Good,0
3750,27070,Whittlesea,1,Good,Good,0
3751,27070,Whittlesea,1,Good,Good,0
3752,27070,Whittlesea,1,Good,Good,0
3753,27070,Whittlesea,0.085437,Good,Good,0
3753,24850,Mitchell,0.914563,Good,Good,0
3754,25710,Nillumbik,0.0071868,Acceptable,Good,1
3754,27070,Whittlesea,0.9928132,Good,Good,0
3755,25710,Nillumbik,0.076795,Acceptable,Good,0
3755,27070,Whittlesea,0.923205,Good,Good,0
3756,24130,Macedon Ranges,0.0315483,Good,Good,0
3756,24850,Mitchell,0.9684517,Good,Good,0
3757,25710,Nillumbik,0.0000021,Acceptable,Good,1
3757,25620,Murrindindi,0.2000143,Acceptable,Good,0
3757,27070,Whittlesea,0.7999836,Good,Good,0
3758,24850,Mitchell,1,Good,Good,0
3759,25710,Nillumbik,1,Acceptable,Good,0
3760,25710,Nillumbik,1,Acceptable,Good,0
3761,25710,Nillumbik,1,Acceptable,Good,0
3762,24130,Macedon Ranges,0.0339744,Good,Good,0
3762,24850,Mitchell,0.9660256,Good,Good,0
3763,25710,Nillumbik,0.0000179,Acceptable,Good,1
3763,25620,Murrindindi,0.9999821,Acceptable,Good,0
3764,24130,Macedon Ranges,0.0007387,Good,Good,1
3764,24850,Mitchell,0.9992613,Good,Good,0
3765,27450,Yarra Ranges,1,Good,Good,0
3766,27450,Yarra Ranges,1,Good,Good,0
3767,27450,Yarra Ranges,1,Good,Good,0
3770,27450,Yarra Ranges,1,Good,Good,0
3775,25710,Nillumbik,0.0870892,Acceptable,Good,0
3775,27450,Yarra Ranges,0.9129108,Good,Good,0
3777,25620,Murrindindi,0.0526094,Acceptable,Good,0
3777,27450,Yarra Ranges,0.9473906,Good,Good,0
3778,27450,Yarra Ranges,0.0001015,Good,Good,1
3778,25620,Murrindindi,0.9998985,Acceptable,Good,0
3779,27450,Yarra Ranges,0.0000305,Good,Good,1
3779,29399,Unincorporated Vic,0.0000609,Poor,Good,1
3779,25620,Murrindindi,0.9999086,Acceptable,Good,0
3781,21450,Cardinia,1,Good,Good,0
3782,27450,Yarra Ranges,0.152208,Good,Good,0
3782,21450,Cardinia,0.847792,Good,Good,0
3783,21450,Cardinia,1,Good,Good,0
3785,27450,Yarra Ranges,1,Good,Good,0
3786,27450,Yarra Ranges,1,Good,Good,0
3787,23670,Knox,0.0377981,Good,Good,0
3787,27450,Yarra Ranges,0.9622019,Good,Good,0
3788,27450,Yarra Ranges,1,Good,Good,0
3789,27450,Yarra Ranges,1,Good,Good,0
3791,21450,Cardinia,0.0020621,Good,Good,1
3791,27450,Yarra Ranges,0.9979379,Good,Good,0
3792,27450,Yarra Ranges,1,Good,Good,0
3793,27450,Yarra Ranges,1,Good,Good,0
3795,27450,Yarra Ranges,1,Good,Good,0
3796,27450,Yarra Ranges,1,Good,Good,0
3797,27450,Yarra Ranges,1,Good,Good,0
3799,27450,Yarra Ranges,1,Good,Good,0
3802,21610,Casey,1,Good,Good,0
3803,21610,Casey,1,Good,Good,0
3804,27450,Yarra Ranges,0.0516263,Good,Good,0
3804,21610,Casey,0.9483737,Good,Good,0
3805,21610,Casey,1,Good,Good,0
3806,21610,Casey,1,Good,Good,0
3807,21610,Casey,0.0675369,Good,Good,0
3807,21450,Cardinia,0.9324631,Good,Good,0
3808,21450,Cardinia,1,Good,Good,0
3809,21450,Cardinia,1,Good,Good,0
3810,21450,Cardinia,1,Good,Good,0
3812,21450,Cardinia,1,Good,Good,0
3813,21450,Cardinia,1,Good,Good,0
3814,21450,Cardinia,1,Good,Good,0
3815,21450,Cardinia,1,Good,Good,0
3816,21450,Cardinia,0.038961,Good,Good,0
3816,20830,Baw Baw,0.961039,Good,Good,0
3818,20830,Baw Baw,1,Good,Good,0
3820,20830,Baw Baw,1,Good,Good,0
3821,20830,Baw Baw,1,Good,Good,0
3822,20830,Baw Baw,1,Good,Good,0
3823,20830,Baw Baw,1,Good,Good,0
3824,23810,Latrobe (Vic.),0.0000018,Good,Good,1
3824,26170,South Gippsland,0.000347,Good,Good,1
3824,20830,Baw Baw,0.9996512,Good,Good,0
3825,26810,Wellington,0.0000009,Good,Good,1
3825,20830,Baw Baw,0.0999677,Good,Good,0
3825,23810,Latrobe (Vic.),0.9000313,Good,Good,0
3831,20830,Baw Baw,1,Good,Good,0
3832,20830,Baw Baw,1,Good,Good,0
3833,27450,Yarra Ranges,0.0000285,Good,Good,1
3833,29399,Unincorporated Vic,0.0854151,Poor,Good,0
3833,20830,Baw Baw,0.9145564,Good,Good,0
3835,26170,South Gippsland,0.0056384,Good,Good,1
3835,20830,Baw Baw,0.9943616,Good,Good,0
3840,23810,Latrobe (Vic.),1,Good,Good,0
3842,23810,Latrobe (Vic.),1,Good,Good,0
3844,26810,Wellington,0.0125141,Good,Good,0
3844,23810,Latrobe (Vic.),0.9874859,Good,Good,0
3847,26810,Wellington,1,Good,Good,0
3850,26810,Wellington,1,Good,Good,0
3851,26810,Wellington,1,Good,Good,0
3852,26810,Wellington,1,Good,Good,0
3854,20830,Baw Baw,0.0000068,Good,Good,1
3854,26810,Wellington,0.1653939,Good,Good,0
3854,23810,Latrobe (Vic.),0.8345992,Good,Good,0
3856,20830,Baw Baw,0.0000092,Good,Good,1
